category_norm,category_title,occurrence_count,first_date,last_date,distinct_member_sets,fill_blank_occurrences,mean_expert_difficulty,mean_user_difficulty_calibrated,mean_failure_rate,mean_average_mistakes,merged_unique_items
MS. PAC-MAN,MS. PAC-MAN,1,2025-10-31,2025-10-31,1,0,2.3,1.8710839549894878,0.145715,1.122836,4
MULTI-TIME NBA MVPS,MULTI-TIME NBA MVPS,1,2026-05-15,2026-05-15,1,0,2.3,3.1189048299075197,0.40508,2.299159,4
MULTIPLICATION INDICATORS,MULTIPLICATION INDICATORS,1,2026-06-22,2026-06-22,1,0,2.0,1.7773988283412083,0.129023,1.031738,4
MUPPETS,MUPPETS,1,2026-03-09,2026-03-09,1,0,2.3,1.8247611403037718,0.149361,1.065893,4
MUSCLE NICKNAMES PLUS “S”,MUSCLE NICKNAMES PLUS “S”,1,2025-08-06,2025-08-06,1,0,2.3,2.436910309242475,0.253678,1.665888,4
"MUSCULAR, MINUS ""ED"" SOUND","MUSCULAR, MINUS ""ED"" SOUND",1,2026-04-09,2026-04-09,1,0,1.8,2.414787964604024,0.246597,1.647516,4
MUSIC GENRE SUFFIXES,MUSIC GENRE SUFFIXES,1,2026-06-07,2026-06-07,1,0,2.8,2.8718390987968436,0.338317,2.081659,4
MUSIC GENRES PLUS A LETTER,MUSIC GENRES PLUS A LETTER,1,2025-05-28,2025-05-28,1,0,3.0,3.8066426599416325,0.544416,2.951104,4
MUSIC PERFORMANCE DIRECTIONS,MUSIC PERFORMANCE DIRECTIONS,1,2026-05-16,2026-05-16,1,0,2.0,2.448761099685459,0.247786,1.685415,4
MUSIC PLAYER BUTTONS,MUSIC PLAYER BUTTONS,1,2026-05-10,2026-05-10,1,0,1.5,2.6070410738381464,0.282971,1.83234,4
MUSIC PUBLICATIONS,MUSIC PUBLICATIONS,1,2024-10-09,2024-10-09,1,0,3.3,3.5396813333758512,0.474833,2.713533,4
"MUSICAL ACTS WITH ""A"" AS THE ONLY VOWEL","MUSICAL ACTS WITH ""A"" AS THE ONLY VOWEL",1,2026-01-16,2026-01-16,1,0,1.8,2.9512406984821595,0.375116,2.136216,4
MUSICAL ARTISTS MINUS STARTING NUMBERS,MUSICAL ARTISTS MINUS STARTING NUMBERS,1,2026-01-09,2026-01-09,1,0,2.8,2.9475233658290865,0.378895,2.12816,4
MUSICAL INSTRUMENTS PLUS STARTING LETTER,MUSICAL INSTRUMENTS PLUS STARTING LETTER,1,2026-02-01,2026-02-01,1,0,2.5,2.751007100957059,0.311032,1.96992,4
MUSICALS PLUS STARTING LETTER,MUSICALS PLUS STARTING LETTER,1,2025-10-07,2025-10-07,1,0,2.3,2.053006408176283,0.174751,1.303112,4
MUSICALS WITH LAST LETTER CHANGED,MUSICALS WITH LAST LETTER CHANGED,1,2026-04-06,2026-04-06,1,0,3.3,3.455601126799843,0.478262,2.613365,4
N.B.A. PLAYER,N.B.A. PLAYER,1,2025-04-12,2025-04-12,1,0,2.5,2.8222578599548567,0.372348,1.990582,4
N.B.A. TEAMS,N.B.A. TEAMS,1,2025-10-21,2025-10-21,1,0,2.0,1.908874374385231,0.141799,1.170232,4
N.F.L. TEAM LOGOS,N.F.L. TEAM LOGOS,1,2025-09-28,2025-09-28,1,0,3.0,3.2053908295122167,0.415888,2.387858,4
N.F.L. TEAM MEMBER,N.F.L. TEAM MEMBER,1,2024-11-10,2024-11-10,1,0,3.0,1.9326854675261185,0.149202,1.190225,4
N.H.L. TEAM MEMBER,N.H.L. TEAM MEMBER,1,2025-09-20,2025-09-20,1,0,3.3,3.384847518673581,0.44349,2.566731,4
NAME ___,NAME ___,1,2024-12-31,2024-12-31,1,1,2.8,2.370803149646333,0.231842,1.611664,4
"NAMED ""APOLLO""","NAMED ""APOLLO""",1,2025-09-25,2025-09-25,1,0,3.0,2.5301269668002684,0.304113,1.722704,4
NAMES ENDING IN “K” PLUS WORD,NAMES ENDING IN “K” PLUS WORD,1,2025-06-02,2025-06-02,1,0,2.3,2.5928383773490515,0.279228,1.819742,4
"NAMES FEATURING ""!""","NAMES FEATURING ""!""",1,2024-12-30,2024-12-30,1,0,3.0,3.1653084750671043,0.403321,2.354308,4
NAMES THAT SOUND LIKE TWO LETTERS,NAMES THAT SOUND LIKE TWO LETTERS,1,2024-12-03,2024-12-03,1,0,3.8,3.7815434940881305,0.542262,2.92438,4
NASA SPACECRAFT,NASA SPACECRAFT,1,2024-10-22,2024-10-22,1,0,2.5,2.3418371582203457,0.193152,1.617027,4
NATURAL ABILITY,NATURAL ABILITY,1,2024-07-25,2024-07-25,1,0,2.6,3.265985872277452,0.373655,2.499809,4
NATURAL PRODUCERS OF HEAT,NATURAL PRODUCERS OF HEAT,1,2025-04-22,2025-04-22,1,0,3.0,2.1663889652469566,0.15001,1.458306,4
"NAVIGATE THROUGH, AS A RIVER","NAVIGATE THROUGH, AS A RIVER",1,2026-05-15,2026-05-15,1,0,2.3,3.1189048299075197,0.40508,2.299159,4
"NBA LEGENDS, FAMILIARLY","NBA LEGENDS, FAMILIARLY",1,2024-09-12,2024-09-12,1,0,3.2,3.020568909004718,0.36094,2.230158,4
NBC SITCOMS,NBC SITCOMS,1,2026-06-21,2026-06-21,1,0,1.7,2.23782485210426,0.21947,1.471037,4
NECKLINES,NECKLINES,1,2024-12-23,2024-12-23,1,0,3.0,2.9375073402284304,0.378006,2.117525,4
NEEDS FOR PAINTING A ROOM,NEEDS FOR PAINTING A ROOM,1,2024-09-25,2024-09-25,1,0,3.0,2.5494332820265257,0.222451,1.826579,4
NEEDS FOR PLAYING YAHTZEE,NEEDS FOR PLAYING YAHTZEE,1,2025-05-08,2025-05-08,1,0,4.0,2.480242396395055,0.266818,1.702604,4
NEEDS FOR SENDING A LETTER,NEEDS FOR SENDING A LETTER,1,2025-08-17,2025-08-17,1,0,2.0,2.949617135845746,0.322919,2.186545,4
NEEDS FOR TIE-DYEING A SHIRT,NEEDS FOR TIE-DYEING A SHIRT,1,2025-04-20,2025-04-20,1,0,3.5,3.061643826903141,0.394986,2.243371,4
"NERVOUSNESS, IN THE SINGULAR","NERVOUSNESS, IN THE SINGULAR",1,2024-07-28,2024-07-28,1,0,2.7,2.6770924129011204,0.298534,1.897375,4
NEW YORK METS LEGENDS,NEW YORK METS LEGENDS,1,2025-12-13,2025-12-13,1,0,3.3,3.6245880967330306,0.555619,2.730437,4
NEW YORK SPORTS TEAM MEMBERS,NEW YORK SPORTS TEAM MEMBERS,1,2025-05-24,2025-05-24,1,0,1.6,2.767827661825638,0.322848,1.977457,4
NEWS ANNOUNCEMENT,NEWS ANNOUNCEMENT,1,2025-06-22,2025-06-22,1,0,2.8,3.560565146559865,0.502395,2.709999,4
NEWS ARTICLE FEATURES,NEWS ARTICLE FEATURES,1,2025-10-09,2025-10-09,1,0,2.8,1.64913477262992,0.112066,0.90112,4
NEWSPAPER JOBS,NEWSPAPER JOBS,1,2025-06-06,2025-06-06,1,0,2.5,2.2638870304851424,0.190736,1.529757,4
NEWSPAPER NAMES,NEWSPAPER NAMES,1,2024-08-22,2024-08-22,1,0,2.8,2.9376385811053565,0.364408,2.131274,4
NEWSPAPER SECTIONS,NEWSPAPER SECTIONS,1,2024-08-31,2024-08-31,1,0,2.9,2.736116041722761,0.310531,1.953288,4
NHL TEAM MEMBER,NHL TEAM MEMBER,1,2026-01-27,2026-01-27,1,0,2.8,3.564283348357818,0.522299,2.694373,4
NICKNAME,NICKNAME,1,2024-08-13,2024-08-13,1,0,2.8,2.4887739225401475,0.244064,1.735174,4
"NICKNAMES FOR THE SEA, WITH “THE”","NICKNAMES FOR THE SEA, WITH “THE”",1,2024-08-04,2024-08-04,1,0,2.6,2.042744414574499,0.181532,1.284524,4
NICKNAMES THAT HAVE OTHER MEANINGS,NICKNAMES THAT HAVE OTHER MEANINGS,1,2025-10-11,2025-10-11,1,0,1.8,2.000900303457004,0.140343,1.277569,4
NOISY DISTURBANCE,NOISY DISTURBANCE,1,2024-10-20,2024-10-20,1,0,2.0,2.0582117168644407,0.181713,1.302139,4
NON-CASH WAY TO PAY,NON-CASH WAY TO PAY,1,2024-10-18,2024-10-18,1,0,2.8,1.7861328652434123,0.123665,1.047145,4
NON-PALINDROMIC WORDS IN A FAMOUS PALINDROME,NON-PALINDROMIC WORDS IN A FAMOUS PALINDROME,1,2026-05-15,2026-05-15,1,0,2.3,3.1189048299075197,0.40508,2.299159,4
NORM,NORM,1,2025-12-06,2025-12-06,1,0,2.0,2.7282485422662233,0.2955,1.959267,4
NOT BE GOOD,NOT BE GOOD,1,2025-08-30,2025-08-30,1,0,2.5,3.7283892006432016,0.533047,2.872438,4
NOT INCLUDING,NOT INCLUDING,1,2025-05-07,2025-05-07,1,0,2.8,2.6642942545386017,0.274033,1.907151,4
NOT PRESENT,NOT PRESENT,1,2024-08-09,2024-08-09,1,0,3.9,3.3341468212257594,0.421567,2.53032,4
"NOT SMOOTH, AS TERRAIN","NOT SMOOTH, AS TERRAIN",1,2024-09-23,2024-09-23,1,0,3.3,3.4898019778399196,0.454705,2.676272,4
NOT WORKING RELIABLY,NOT WORKING RELIABLY,1,2024-11-27,2024-11-27,1,0,2.7,2.8746316612972693,0.302777,2.120412,4
NOUNS FROM A FAMOUS LINE IN THE DECLARATION OF INDEPENDENCE,NOUNS FROM A FAMOUS LINE IN THE DECLARATION OF INDEPENDENCE,1,2025-06-22,2025-06-22,1,0,2.8,3.560565146559865,0.502395,2.709999,4
NOUNS IN A FAMOUS PALINDROME,NOUNS IN A FAMOUS PALINDROME,1,2025-03-29,2025-03-29,1,0,3.6,3.6577233761498507,0.538675,2.785505,4
NUMBERS WITH FIRST LETTER CHANGED,NUMBERS WITH FIRST LETTER CHANGED,1,2026-05-01,2026-05-01,1,0,2.0,2.5886386692874086,0.268005,1.826133,4
NYT OFFERINGS,NYT OFFERINGS,1,2024-10-24,2024-10-24,1,0,3.5,3.4843976349741714,0.495362,2.629397,4
OBFUSCATE,OBFUSCATE,1,2026-03-25,2026-03-25,1,0,2.8,2.674686619872431,0.289304,1.903837,4
OBJECT USED FOR SUPPORT,OBJECT USED FOR SUPPORT,1,2025-11-11,2025-11-11,1,0,2.3,2.6258867422778405,0.23926,1.897734,4
OBJECTS FROM GREEK MYTH,OBJECTS FROM GREEK MYTH,1,2024-12-28,2024-12-28,1,0,3.8,3.763862479788047,0.569377,2.876922,4
"OBJECTS IN 0-, 1-, 2- AND 3-DIMENSIONAL SPACE","OBJECTS IN 0-, 1-, 2- AND 3-DIMENSIONAL SPACE",1,2025-06-24,2025-06-24,1,0,1.5,2.358262258168385,0.171238,1.657839,4
OBJECTS PLAYED AS INSTRUMENTS,OBJECTS PLAYED AS INSTRUMENTS,1,2024-07-06,2024-07-06,1,0,3.2,2.349372644332606,0.232602,1.586247,4
OBJECTS THAT MAY BE RIGHT- OR LEFT-HANDED,OBJECTS THAT MAY BE RIGHT- OR LEFT-HANDED,1,2025-02-21,2025-02-21,1,0,4.0,3.4897055027582056,0.487757,2.643109,4
OBJECTS USED IN RITUAL PERFORMANCES,OBJECTS USED IN RITUAL PERFORMANCES,1,2026-05-24,2026-05-24,1,0,2.5,2.494992654158743,0.253378,1.733015,4
OBJECTS WITH TEETH,OBJECTS WITH TEETH,1,2024-12-12,2024-12-12,1,0,3.6,3.747319176136286,0.542336,2.884929,4
OBJECTS WITH THE PREFIX “MICRO-”,OBJECTS WITH THE PREFIX “MICRO-”,1,2025-03-27,2025-03-27,1,0,4.2,4.145833402640437,0.655845,3.229933,4
OBSCURE,OBSCURE,1,2026-04-04,2026-04-04,1,0,2.0,2.360276936000936,0.239245,1.59215,4
OBTAIN,OBTAIN,1,2024-09-05,2024-09-05,1,0,3.1,3.4407691694174067,0.453456,2.621106,4
OBVIOUS,OBVIOUS,1,2024-08-13,2024-08-13,1,0,2.8,2.4887739225401475,0.244064,1.735174,4
OCCASIONS WHEN ONE MIGHT KNEEL,OCCASIONS WHEN ONE MIGHT KNEEL,1,2024-11-17,2024-11-17,1,0,3.3,2.919901941532934,0.334083,2.141192,4
OCEANS,OCEANS,1,2026-05-29,2026-05-29,1,0,3.3,2.9416088349185983,0.33474,2.16551,4
OFF-TOPIC REMARKS,OFF-TOPIC REMARKS,1,2024-07-27,2024-07-27,1,0,2.6,2.567083876255798,0.279211,1.790127,4
OFFICIAL SANCTIONING,OFFICIAL SANCTIONING,1,2024-08-26,2024-08-26,1,0,3.0,2.3925109121768777,0.261484,1.606998,4
OINTMENT,OINTMENT,1,2026-04-09,2026-04-09,1,0,1.8,2.414787964604024,0.246597,1.647516,4
OLD SAYING,OLD SAYING,1,2024-06-30,2024-06-30,1,0,3.7,4.134359821075506,0.634533,3.238044,4
OLD TESTAMENT BOOKS,OLD TESTAMENT BOOKS,1,2025-04-08,2025-04-08,1,0,1.8,2.257975976154175,0.185408,1.528284,4
OLD TIMEY SLANG FOR LAW ENFORCEMENT,OLD TIMEY SLANG FOR LAW ENFORCEMENT,1,2026-04-25,2026-04-25,1,0,2.3,2.6548735931809553,0.3184,1.851945,4
OLD-TIMEY LOUNGING ACCESSORIES,OLD-TIMEY LOUNGING ACCESSORIES,1,2026-06-01,2026-06-01,1,0,3.0,3.2942791455660823,0.447615,2.458402,4
OLIVER STONE MOVIES,OLIVER STONE MOVIES,1,2025-11-23,2025-11-23,1,0,3.3,2.9705400605493737,0.349052,2.184485,4
OLYMPIC EVENTS SINCE 2000,OLYMPIC EVENTS SINCE 2000,1,2025-01-11,2025-01-11,1,0,2.6,3.2214091696562726,0.38686,2.435316,4
ON A BASEBALL FIELD,ON A BASEBALL FIELD,1,2025-09-11,2025-09-11,1,0,2.0,1.2625964934315173,0.037825,0.530627,4
ON BOARD,ON BOARD,1,2026-04-07,2026-04-07,1,0,2.0,2.761641957712494,0.295105,1.998083,4
ONE DOLLAR,ONE DOLLAR,1,2025-01-03,2025-01-03,1,0,1.7,2.6770159281516537,0.33399,1.861831,4
ONE IN A DOZEN,ONE IN A DOZEN,1,2025-09-16,2025-09-16,1,0,2.3,1.62514724307833,0.131275,0.854312,4
ONE IN A GROUP OF TWELVE,ONE IN A GROUP OF TWELVE,1,2025-01-02,2025-01-02,1,0,2.8,3.7470619092517152,0.557864,2.869105,4
ONE IN A RESEARCH STUDY,ONE IN A RESEARCH STUDY,1,2024-08-06,2024-08-06,1,0,2.7,2.3895253995130235,0.204021,1.661026,4
ONE IN A SEPTET,ONE IN A SEPTET,1,2025-10-10,2025-10-10,1,0,2.8,3.1123028053967086,0.413553,2.28309,4
ONE THING AFTER ANOTHER,ONE THING AFTER ANOTHER,1,2024-06-22,2024-06-22,1,0,1.7,2.3445671422893897,0.236191,1.577129,4
ONE WHO DOESN'T FIT IN,ONE WHO DOESN'T FIT IN,1,2026-02-22,2026-02-22,1,0,3.0,2.359138356207734,0.248707,1.581378,4
ONE WHO LIKES SHOWING OFF,ONE WHO LIKES SHOWING OFF,1,2024-07-23,2024-07-23,1,0,3.0,3.322307329666219,0.43969,2.498575,4
ONE-NAMED SINGER PLUS STARTING LETTER,ONE-NAMED SINGER PLUS STARTING LETTER,1,2025-10-28,2025-10-28,1,0,2.3,2.4281719266158692,0.26328,1.646232,4
ONES CELEBRATED WITH HOLIDAYS,ONES CELEBRATED WITH HOLIDAYS,1,2025-09-01,2025-09-01,1,0,3.5,3.985037254059262,0.609108,3.091665,4
ONES WEARING ROBES,ONES WEARING ROBES,1,2025-01-22,2025-01-22,1,0,3.3,2.5876582738624223,0.278259,1.814751,4
ONES WITH DISCERNING TASTES,ONES WITH DISCERNING TASTES,1,2025-01-31,2025-01-31,1,0,3.0,1.787871155004026,0.073677,1.099133,4
ONES WITH POINTY EARS,ONES WITH POINTY EARS,1,2025-08-07,2025-08-07,1,0,3.0,2.7185410630980757,0.317089,1.926509,4
ONETIME,ONETIME,1,2025-02-26,2025-02-26,1,0,2.3,1.0131675573912868,0.016627,0.264843,4
ONE’S CONSTITUTION,ONE’S CONSTITUTION,1,2025-05-23,2025-05-23,1,0,2.5,2.6184329557843284,0.300019,1.828399,4
ONLINE PERSONALITY,ONLINE PERSONALITY,1,2024-09-24,2024-09-24,1,0,3.0,3.0438011516553214,0.317727,2.300101,4
OPEN SPACE,OPEN SPACE,1,2024-07-18,2024-07-18,1,0,3.2,3.083462839978366,0.364348,2.299113,4
OPERATING,OPERATING,1,2025-01-14,2025-01-14,1,0,3.3,2.269878046145098,0.223543,1.503843,4
ORDINARY,ORDINARY,1,2025-08-11,2025-08-11,1,0,1.8,2.1003426457924363,0.182595,1.349731,4
ORGAN MEATS,ORGAN MEATS,1,2025-12-07,2025-12-07,1,0,2.8,2.448868004505737,0.236659,1.696665,4
ORGAN PLUS A LETTER,ORGAN PLUS A LETTER,1,2025-11-19,2025-11-19,1,0,2.0,3.06432948458329,0.43556,2.205887,4
"ORGANIZATIONAL STRUCTURES, METAPHORICALLY","ORGANIZATIONAL STRUCTURES, METAPHORICALLY",1,2024-11-20,2024-11-20,1,0,2.8,2.178112860537416,0.202477,1.419328,4
ORGS WITH STARS IN THEIR LOGOS,ORGS WITH STARS IN THEIR LOGOS,1,2025-09-18,2025-09-18,1,0,3.4,3.55689735516497,0.477777,2.730397,4
ORIGINAL MONOPOLY TOKENS,ORIGINAL MONOPOLY TOKENS,1,2026-02-20,2026-02-20,1,0,3.5,3.0601628040270983,0.395771,2.240882,4
"ORNATE, AS PROSE","ORNATE, AS PROSE",1,2025-12-25,2025-12-25,1,0,2.5,3.3228010039582334,0.450645,2.488188,4
OSCAR-WINNING ACTORS,OSCAR-WINNING ACTORS,1,2024-12-27,2024-12-27,1,0,2.8,2.5990527632432454,0.303449,1.802671,4
OTHER HALF,OTHER HALF,1,2024-08-15,2024-08-15,1,0,3.2,2.9698256234577616,0.312857,2.219858,4
OUTDO,OUTDO,1,2025-01-23,2025-01-23,1,0,3.3,2.8744056836283898,0.331763,2.091166,4
OUTDOOR EVENTS,OUTDOOR EVENTS,1,2025-07-27,2025-07-27,1,0,2.8,2.093537241379633,0.15702,1.367476,4
OUTSPOKEN,OUTSPOKEN,1,2025-03-20,2025-03-20,1,0,2.7,2.5821678856535235,0.226895,1.859798,4
OVERLY SENTIMENTAL WORK,OVERLY SENTIMENTAL WORK,1,2024-09-16,2024-09-16,1,0,3.2,3.15144648337109,0.399645,2.342035,4
OVERSEE,OVERSEE,1,2026-03-22,2026-03-22,1,0,2.0,2.095608413629405,0.176335,1.350544,4
OVERSIMPLISTIC,OVERSIMPLISTIC,1,2026-04-15,2026-04-15,1,0,1.7,2.174983938968311,0.19064,1.427565,4
OWNED,OWNED,1,2025-01-29,2025-01-29,1,0,2.5,2.297529021367181,0.19381,1.56539,4
PACK (AWAY) FOR FUTURE USE,PACK (AWAY) FOR FUTURE USE,1,2024-07-02,2024-07-02,1,0,2.7,2.8826947183518765,0.36953,2.062936,4
PACKED,PACKED,1,2025-11-09,2025-11-09,1,0,2.3,2.3248010494214504,0.193384,1.597194,4
PAGES ON A WEBSITE,PAGES ON A WEBSITE,1,2024-10-06,2024-10-06,1,0,2.3,1.401086907804497,0.064242,0.663551,4
PAINT FINISHES,PAINT FINISHES,1,2025-10-08,2025-10-08,1,0,3.5,3.156688296144221,0.372434,2.375277,4
PAINTING MEDIA,PAINTING MEDIA,1,2026-06-04,2026-06-04,1,0,3.3,3.960536059883411,0.601319,3.071264,4
PAIRS OF RODS,PAIRS OF RODS,1,2025-08-20,2025-08-20,1,0,2.5,1.8874986251989636,0.11072,1.176717,4
PALINDROMES FEATURING “E”,PALINDROMES FEATURING “E”,1,2024-09-13,2024-09-13,1,0,3.7,4.113388224258581,0.627346,3.221102,4
PALM ___,PALM ___,1,2025-04-03,2025-04-03,1,1,3.3,4.028499712943888,0.5979,3.152879,4
PANTS FEATURES,PANTS FEATURES,1,2026-04-12,2026-04-12,1,0,2.0,1.7093734659942297,0.113419,0.969075,4
PAPER PUBLICATION,PAPER PUBLICATION,1,2026-01-04,2026-01-04,1,0,0.5,2.6023772424104195,0.266203,1.843742,4
PAPER ___,PAPER ___,1,2025-09-19,2025-09-19,1,1,2.0,3.673629596604347,0.530404,2.812077,4
PARK STAPLES,PARK STAPLES,1,2025-11-29,2025-11-29,1,0,2.3,2.659685179238334,0.248819,1.927062,4
PARTIALITY,PARTIALITY,1,2025-03-13,2025-03-13,1,0,3.3,3.00578996945998,0.377566,2.196528,4
PARTICIPATE IN SUMMER OLYMPIC EVENTS,PARTICIPATE IN SUMMER OLYMPIC EVENTS,1,2024-08-30,2024-08-30,1,0,3.9,2.681144366333111,0.275145,1.925426,4
PARTICLE,PARTICLE,1,2025-07-06,2025-07-06,1,0,1.8,1.3508233902314695,0.080801,0.589161,4
PARTS OF A BASKETBALL HOOP,PARTS OF A BASKETBALL HOOP,1,2025-07-24,2025-07-24,1,0,2.8,2.4095331146576884,0.228116,1.659951,4
PARTS OF A BIG RIG,PARTS OF A BIG RIG,1,2025-01-26,2025-01-26,1,0,3.0,2.194354570915711,0.198605,1.441887,4
PARTS OF A BIKE,PARTS OF A BIKE,1,2025-05-28,2025-05-28,1,0,3.0,3.8066426599416325,0.544416,2.951104,4
PARTS OF A CAR,PARTS OF A CAR,1,2025-02-27,2025-02-27,1,0,3.3,1.9597184807383035,0.135854,1.234676,4
PARTS OF A CLASSIC GIRL SCOUT UNIFORM,PARTS OF A CLASSIC GIRL SCOUT UNIFORM,1,2025-03-28,2025-03-28,1,0,3.0,2.111803190184163,0.166318,1.379194,4
PARTS OF A COLLEGE CAMPUS,PARTS OF A COLLEGE CAMPUS,1,2025-07-16,2025-07-16,1,0,2.8,2.7506907322206273,0.299359,1.981229,4
PARTS OF A COMPENSATION PACKAGE,PARTS OF A COMPENSATION PACKAGE,1,2025-02-05,2025-02-05,1,0,3.3,2.8771452282911167,0.346362,2.079719,4
PARTS OF A COURTROOM,PARTS OF A COURTROOM,1,2026-05-28,2026-05-28,1,0,1.8,2.4850365995548276,0.214286,1.760652,4
PARTS OF A FOOT,PARTS OF A FOOT,1,2025-01-03,2025-01-03,1,0,1.7,2.6770159281516537,0.33399,1.861831,4
PARTS OF A PIANO,PARTS OF A PIANO,1,2026-04-17,2026-04-17,1,0,2.5,1.9065276832084024,0.133901,1.17543,4
PARTS OF A PIRATE SHIP,PARTS OF A PIRATE SHIP,1,2026-03-31,2026-03-31,1,0,2.8,3.102088614763342,0.362697,2.322194,4
PARTS OF A RECORD PLAYER SETUP,PARTS OF A RECORD PLAYER SETUP,1,2025-10-06,2025-10-06,1,0,2.5,3.0527029335194245,0.365426,2.262644,4
PARTS OF A RIVER,PARTS OF A RIVER,1,2024-12-12,2024-12-12,1,0,3.6,3.747319176136286,0.542336,2.884929,4
PARTS OF A ROAD,PARTS OF A ROAD,1,2025-03-19,2025-03-19,1,0,3.0,2.9222903516640173,0.330849,2.147174,4
PARTS OF A SHERLOCK HOLMES COSTUME,PARTS OF A SHERLOCK HOLMES COSTUME,1,2026-04-05,2026-04-05,1,0,3.5,3.38442076853735,0.483485,2.526245,4
PARTS OF A SHOE,PARTS OF A SHOE,1,2025-04-30,2025-04-30,1,0,3.3,3.0048200037735575,0.362604,2.210374,4
PARTS OF A SINK,PARTS OF A SINK,1,2026-01-11,2026-01-11,1,0,2.0,2.4119137024848487,0.178347,1.712459,4
PARTS OF A SONG,PARTS OF A SONG,1,2025-06-04,2025-06-04,1,0,2.0,2.9533457673822627,0.369836,2.143918,4
PARTS OF A TABLE SETTING,PARTS OF A TABLE SETTING,1,2025-03-26,2025-03-26,1,0,3.2,3.6811277094867543,0.519231,2.831877,4
PARTS OF A THEATER,PARTS OF A THEATER,1,2026-06-10,2026-06-10,1,0,1.5,2.5299340166368403,0.250994,1.775601,4
PARTS OF A TOILET TANK,PARTS OF A TOILET TANK,1,2025-09-29,2025-09-29,1,0,2.3,2.4551467071210737,0.241881,1.698667,4
PARTS OF A TOOTH,PARTS OF A TOOTH,1,2025-11-20,2025-11-20,1,0,3.0,3.1228437945050707,0.386926,2.321845,4
PARTS OF A TOURNAMENT SETUP,PARTS OF A TOURNAMENT SETUP,1,2024-10-16,2024-10-16,1,0,3.0,2.6968072262211216,0.279656,1.938936,4
PARTS OF A TREE,PARTS OF A TREE,1,2025-04-23,2025-04-23,1,0,2.8,1.5506328450549798,0.098785,0.801069,4
PARTS OF A WEBSITE,PARTS OF A WEBSITE,1,2025-04-05,2025-04-05,1,0,3.8,2.9464273741350198,0.349796,2.155998,4
PARTS OF A WHEEL,PARTS OF A WHEEL,1,2025-07-10,2025-07-10,1,0,3.3,2.0374182947479786,0.157877,1.302051,4
PARTS OF A WORKOUT ROUTINE,PARTS OF A WORKOUT ROUTINE,1,2026-06-11,2026-06-11,1,0,3.0,2.968919974492482,0.374819,2.156854,4
PARTS OF AN ANGEL COSTUME,PARTS OF AN ANGEL COSTUME,1,2025-06-27,2025-06-27,1,0,1.8,1.783786174066584,0.153779,1.014331,4
PARTS OF AN ELECTRIC GUITAR,PARTS OF AN ELECTRIC GUITAR,1,2025-11-28,2025-11-28,1,0,2.3,3.7019532899637877,0.511292,2.863777,4
PARTS OF AN INDIANA JONES COSTUME,PARTS OF AN INDIANA JONES COSTUME,1,2025-01-23,2025-01-23,1,0,3.3,2.8744056836283898,0.331763,2.091166,4
PARTS OF THE EAR,PARTS OF THE EAR,1,2024-09-01,2024-09-01,1,0,3.4,3.121319314385012,0.391337,2.31568,4
PARTS OF THE FOOT PLUS STARTING LETTER,PARTS OF THE FOOT PLUS STARTING LETTER,1,2026-01-13,2026-01-13,1,0,2.0,1.9686506826732173,0.127886,1.252921,4
PATTERNS,PATTERNS,1,2025-07-22,2025-07-22,1,0,1.5,2.46938243111562,0.231442,1.725485,4
"PAY, WITH “UP”","PAY, WITH “UP”",1,2024-12-30,2024-12-30,1,0,3.0,3.1653084750671043,0.403321,2.354308,4
PAYMENT APPS MINUS A LETTER,PAYMENT APPS MINUS A LETTER,1,2026-06-11,2026-06-11,1,0,3.0,2.968919974492482,0.374819,2.156854,4
PAYMENT METHODS,PAYMENT METHODS,1,2026-03-25,2026-03-25,1,0,2.8,2.674686619872431,0.289304,1.903837,4
PBS SHOWS,PBS SHOWS,1,2024-09-19,2024-09-19,1,0,3.3,3.10737823050489,0.41123,2.279747,4
PC KEYBOARD KEYS,PC KEYBOARD KEYS,1,2026-01-25,2026-01-25,1,0,2.3,2.5856070919448984,0.27437,1.81628,4
PEACE ACTIVISTS,PEACE ACTIVISTS,1,2026-06-18,2026-06-18,1,0,1.7,2.615981967221863,0.282872,1.842726,4
PEACHY,PEACHY,1,2025-10-23,2025-10-23,1,0,2.0,2.771643207850185,0.299197,2.005498,4
PEACHY KEEN,PEACHY KEEN,1,2024-07-30,2024-07-30,1,0,2.0,2.55556336086733,0.233538,1.822545,4
PECULIAR,PECULIAR,1,2024-09-02,2024-09-02,1,0,2.8,2.9301448139473507,0.3612,2.12586,4
PELLET-FILLED THINGS,PELLET-FILLED THINGS,1,2026-05-04,2026-05-04,1,0,2.0,3.8087859712164693,0.551555,2.946431,4
PENNANT,PENNANT,1,2026-02-13,2026-02-13,1,0,2.4,2.9716742946181745,0.366916,2.167926,4
PEOPLE WHOSE FIRST NAMES ARE U.S. CITIES,PEOPLE WHOSE FIRST NAMES ARE U.S. CITIES,1,2025-10-30,2025-10-30,1,0,3.3,2.827132024443618,0.319966,2.048572,4
PEPPERS,PEPPERS,1,2026-04-10,2026-04-10,1,0,2.8,2.902467764378858,0.333966,2.12125,4
PERCEIVE,PERCEIVE,1,2025-01-02,2025-01-02,1,0,2.8,3.7470619092517152,0.557864,2.869105,4
PERCUSSION INSTRUMENTS,PERCUSSION INSTRUMENTS,1,2025-11-10,2025-11-10,1,0,2.0,1.8603482774279372,0.134343,1.121856,4
